,moves
9460,"why in chess game, player took the following move - e4 e5 Nf3 Nc6 Bb5 Nd4 Nxd4 exd4 c3 c6 Bc4 Bc5 Qh5 d5 exd5 Nf6 Qe5+ Qe7 Qxe7+ Kxe7 dxc6 bxc6 O-O Re8 Re1+ Kf8 Rxe8+ Kxe8 b4 Bb6 Bb2 dxc3 dxc3 Ne4 Bf1"
9461,"why in chess game, player took the following move - e4 e5 Nf3 Nc6 Bb5 Nd4 Nxd4 exd4 c3 c6 Bc4 Bc5 Qh5 d5 exd5 Nf6 Qe5+ Qe7 Qxe7+ Kxe7 dxc6 bxc6 O-O Re8 Re1+ Kf8 Rxe8+ Kxe8 b4 Bb6 Bb2 dxc3 dxc3 Ne4 Bf1 Nxf2"
9462,"why in chess game, player took the following move - e4 e5 Nf3 Nc6 Bb5 Nd4 Nxd4 exd4 c3 c6 Bc4 Bc5 Qh5 d5 exd5 Nf6 Qe5+ Qe7 Qxe7+ Kxe7 dxc6 bxc6 O-O Re8 Re1+ Kf8 Rxe8+ Kxe8 b4 Bb6 Bb2 dxc3 dxc3 Ne4 Bf1 Nxf2 g3"
9463,"why in chess game, player took the following move - e4 e5 Nf3 Nc6 Bb5 Nd4 Nxd4 exd4 c3 c6 Bc4 Bc5 Qh5 d5 exd5 Nf6 Qe5+ Qe7 Qxe7+ Kxe7 dxc6 bxc6 O-O Re8 Re1+ Kf8 Rxe8+ Kxe8 b4 Bb6 Bb2 dxc3 dxc3 Ne4 Bf1 Nxf2 g3 Nd3+"
9464,"why in chess game, player took the following move - e4 e5 Nf3 Nc6 Bb5 Nd4 Nxd4 exd4 c3 c6 Bc4 Bc5 Qh5 d5 exd5 Nf6 Qe5+ Qe7 Qxe7+ Kxe7 dxc6 bxc6 O-O Re8 Re1+ Kf8 Rxe8+ Kxe8 b4 Bb6 Bb2 dxc3 dxc3 Ne4 Bf1 Nxf2 g3 Nd3+ Kg2"
9465,"why in chess game, player took the following move - e4 e5 Nf3 Nc6 Bb5 Nd4 Nxd4 exd4 c3 c6 Bc4 Bc5 Qh5 d5 exd5 Nf6 Qe5+ Qe7 Qxe7+ Kxe7 dxc6 bxc6 O-O Re8 Re1+ Kf8 Rxe8+ Kxe8 b4 Bb6 Bb2 dxc3 dxc3 Ne4 Bf1 Nxf2 g3 Nd3+ Kg2 Nxb2"
9466,"why in chess game, player took the following move - e4 e5 Nf3 Nc6 Bb5 Nd4 Nxd4 exd4 c3 c6 Bc4 Bc5 Qh5 d5 exd5 Nf6 Qe5+ Qe7 Qxe7+ Kxe7 dxc6 bxc6 O-O Re8 Re1+ Kf8 Rxe8+ Kxe8 b4 Bb6 Bb2 dxc3 dxc3 Ne4 Bf1 Nxf2 g3 Nd3+ Kg2 Nxb2 Nd2"
9467,"why in chess game, player took the following move - e4 e5 Nf3 Nc6 Bb5 Nd4 Nxd4 exd4 c3 c6 Bc4 Bc5 Qh5 d5 exd5 Nf6 Qe5+ Qe7 Qxe7+ Kxe7 dxc6 bxc6 O-O Re8 Re1+ Kf8 Rxe8+ Kxe8 b4 Bb6 Bb2 dxc3 dxc3 Ne4 Bf1 Nxf2 g3 Nd3+ Kg2 Nxb2 Nd2 Na4"
9468,"why in chess game, player took the following move - e4 e5 Nf3 Nc6 Bb5 Nd4 Nxd4 exd4 c3 c6 Bc4 Bc5 Qh5 d5 exd5 Nf6 Qe5+ Qe7 Qxe7+ Kxe7 dxc6 bxc6 O-O Re8 Re1+ Kf8 Rxe8+ Kxe8 b4 Bb6 Bb2 dxc3 dxc3 Ne4 Bf1 Nxf2 g3 Nd3+ Kg2 Nxb2 Nd2 Na4 Re1+"
9469,"why in chess game, player took the following move - e4 e5 Nf3 Nc6 Bb5 Nd4 Nxd4 exd4 c3 c6 Bc4 Bc5 Qh5 d5 exd5 Nf6 Qe5+ Qe7 Qxe7+ Kxe7 dxc6 bxc6 O-O Re8 Re1+ Kf8 Rxe8+ Kxe8 b4 Bb6 Bb2 dxc3 dxc3 Ne4 Bf1 Nxf2 g3 Nd3+ Kg2 Nxb2 Nd2 Na4 Re1+ Be6"
9470,"why in chess game, player took the following move - e4 e5 Nf3 Nc6 Bb5 Nd4 Nxd4 exd4 c3 c6 Bc4 Bc5 Qh5 d5 exd5 Nf6 Qe5+ Qe7 Qxe7+ Kxe7 dxc6 bxc6 O-O Re8 Re1+ Kf8 Rxe8+ Kxe8 b4 Bb6 Bb2 dxc3 dxc3 Ne4 Bf1 Nxf2 g3 Nd3+ Kg2 Nxb2 Nd2 Na4 Re1+ Be6 Bc4"
9471,"why in chess game, player took the following move - e4 e5 Nf3 Nc6 Bb5 Nd4 Nxd4 exd4 c3 c6 Bc4 Bc5 Qh5 d5 exd5 Nf6 Qe5+ Qe7 Qxe7+ Kxe7 dxc6 bxc6 O-O Re8 Re1+ Kf8 Rxe8+ Kxe8 b4 Bb6 Bb2 dxc3 dxc3 Ne4 Bf1 Nxf2 g3 Nd3+ Kg2 Nxb2 Nd2 Na4 Re1+ Be6 Bc4 Kd7"
9472,"why in chess game, player took the following move - e4 e5 Nf3 Nc6 Bb5 Nd4 Nxd4 exd4 c3 c6 Bc4 Bc5 Qh5 d5 exd5 Nf6 Qe5+ Qe7 Qxe7+ Kxe7 dxc6 bxc6 O-O Re8 Re1+ Kf8 Rxe8+ Kxe8 b4 Bb6 Bb2 dxc3 dxc3 Ne4 Bf1 Nxf2 g3 Nd3+ Kg2 Nxb2 Nd2 Na4 Re1+ Be6 Bc4 Kd7 Bxe6+"
9473,"why in chess game, player took the following move - e4 e5 Nf3 Nc6 Bb5 Nd4 Nxd4 exd4 c3 c6 Bc4 Bc5 Qh5 d5 exd5 Nf6 Qe5+ Qe7 Qxe7+ Kxe7 dxc6 bxc6 O-O Re8 Re1+ Kf8 Rxe8+ Kxe8 b4 Bb6 Bb2 dxc3 dxc3 Ne4 Bf1 Nxf2 g3 Nd3+ Kg2 Nxb2 Nd2 Na4 Re1+ Be6 Bc4 Kd7 Bxe6+ fxe6"
9474,"why in chess game, player took the following move - e4 e5 Nf3 Nc6 Bb5 Nd4 Nxd4 exd4 c3 c6 Bc4 Bc5 Qh5 d5 exd5 Nf6 Qe5+ Qe7 Qxe7+ Kxe7 dxc6 bxc6 O-O Re8 Re1+ Kf8 Rxe8+ Kxe8 b4 Bb6 Bb2 dxc3 dxc3 Ne4 Bf1 Nxf2 g3 Nd3+ Kg2 Nxb2 Nd2 Na4 Re1+ Be6 Bc4 Kd7 Bxe6+ fxe6 c4"
9475,"why in chess game, player took the following move - e4 e5 Nf3 Nc6 Bb5 Nd4 Nxd4 exd4 c3 c6 Bc4 Bc5 Qh5 d5 exd5 Nf6 Qe5+ Qe7 Qxe7+ Kxe7 dxc6 bxc6 O-O Re8 Re1+ Kf8 Rxe8+ Kxe8 b4 Bb6 Bb2 dxc3 dxc3 Ne4 Bf1 Nxf2 g3 Nd3+ Kg2 Nxb2 Nd2 Na4 Re1+ Be6 Bc4 Kd7 Bxe6+ fxe6 c4 Rf8"
9476,"why in chess game, player took the following move - e4 e5 Nf3 Nc6 Bb5 Nd4 Nxd4 exd4 c3 c6 Bc4 Bc5 Qh5 d5 exd5 Nf6 Qe5+ Qe7 Qxe7+ Kxe7 dxc6 bxc6 O-O Re8 Re1+ Kf8 Rxe8+ Kxe8 b4 Bb6 Bb2 dxc3 dxc3 Ne4 Bf1 Nxf2 g3 Nd3+ Kg2 Nxb2 Nd2 Na4 Re1+ Be6 Bc4 Kd7 Bxe6+ fxe6 c4 Rf8 c5"
9477,"why in chess game, player took the following move - e4 e5 Nf3 Nc6 Bb5 Nd4 Nxd4 exd4 c3 c6 Bc4 Bc5 Qh5 d5 exd5 Nf6 Qe5+ Qe7 Qxe7+ Kxe7 dxc6 bxc6 O-O Re8 Re1+ Kf8 Rxe8+ Kxe8 b4 Bb6 Bb2 dxc3 dxc3 Ne4 Bf1 Nxf2 g3 Nd3+ Kg2 Nxb2 Nd2 Na4 Re1+ Be6 Bc4 Kd7 Bxe6+ fxe6 c4 Rf8 c5 Bc7"
9478,"why in chess game, player took the following move - e4 e5 Nf3 Nc6 Bb5 Nd4 Nxd4 exd4 c3 c6 Bc4 Bc5 Qh5 d5 exd5 Nf6 Qe5+ Qe7 Qxe7+ Kxe7 dxc6 bxc6 O-O Re8 Re1+ Kf8 Rxe8+ Kxe8 b4 Bb6 Bb2 dxc3 dxc3 Ne4 Bf1 Nxf2 g3 Nd3+ Kg2 Nxb2 Nd2 Na4 Re1+ Be6 Bc4 Kd7 Bxe6+ fxe6 c4 Rf8 c5 Bc7 Ne4"
9479,"why in chess game, player took the following move - e4 e5 Nf3 Nc6 Bb5 Nd4 Nxd4 exd4 c3 c6 Bc4 Bc5 Qh5 d5 exd5 Nf6 Qe5+ Qe7 Qxe7+ Kxe7 dxc6 bxc6 O-O Re8 Re1+ Kf8 Rxe8+ Kxe8 b4 Bb6 Bb2 dxc3 dxc3 Ne4 Bf1 Nxf2 g3 Nd3+ Kg2 Nxb2 Nd2 Na4 Re1+ Be6 Bc4 Kd7 Bxe6+ fxe6 c4 Rf8 c5 Bc7 Ne4 a5"
9480,"why in chess game, player took the following move - e4 e5 Nf3 Nc6 Bb5 Nd4 Nxd4 exd4 c3 c6 Bc4 Bc5 Qh5 d5 exd5 Nf6 Qe5+ Qe7 Qxe7+ Kxe7 dxc6 bxc6 O-O Re8 Re1+ Kf8 Rxe8+ Kxe8 b4 Bb6 Bb2 dxc3 dxc3 Ne4 Bf1 Nxf2 g3 Nd3+ Kg2 Nxb2 Nd2 Na4 Re1+ Be6 Bc4 Kd7 Bxe6+ fxe6 c4 Rf8 c5 Bc7 Ne4 a5 Ng5"
9481,"why in chess game, player took the following move - e4 e5 Nf3 Nc6 Bb5 Nd4 Nxd4 exd4 c3 c6 Bc4 Bc5 Qh5 d5 exd5 Nf6 Qe5+ Qe7 Qxe7+ Kxe7 dxc6 bxc6 O-O Re8 Re1+ Kf8 Rxe8+ Kxe8 b4 Bb6 Bb2 dxc3 dxc3 Ne4 Bf1 Nxf2 g3 Nd3+ Kg2 Nxb2 Nd2 Na4 Re1+ Be6 Bc4 Kd7 Bxe6+ fxe6 c4 Rf8 c5 Bc7 Ne4 a5 Ng5 axb4"
9482,"why in chess game, player took the following move - e4 e5 Nf3 Nc6 Bb5 Nd4 Nxd4 exd4 c3 c6 Bc4 Bc5 Qh5 d5 exd5 Nf6 Qe5+ Qe7 Qxe7+ Kxe7 dxc6 bxc6 O-O Re8 Re1+ Kf8 Rxe8+ Kxe8 b4 Bb6 Bb2 dxc3 dxc3 Ne4 Bf1 Nxf2 g3 Nd3+ Kg2 Nxb2 Nd2 Na4 Re1+ Be6 Bc4 Kd7 Bxe6+ fxe6 c4 Rf8 c5 Bc7 Ne4 a5 Ng5 axb4 Nxh7"
9483,"why in chess game, player took the following move - e4 e5 Nf3 Nc6 Bb5 Nd4 Nxd4 exd4 c3 c6 Bc4 Bc5 Qh5 d5 exd5 Nf6 Qe5+ Qe7 Qxe7+ Kxe7 dxc6 bxc6 O-O Re8 Re1+ Kf8 Rxe8+ Kxe8 b4 Bb6 Bb2 dxc3 dxc3 Ne4 Bf1 Nxf2 g3 Nd3+ Kg2 Nxb2 Nd2 Na4 Re1+ Be6 Bc4 Kd7 Bxe6+ fxe6 c4 Rf8 c5 Bc7 Ne4 a5 Ng5 axb4 Nxh7 Rf5"
9484,"why in chess game, player took the following move - e4 e5 Nf3 Nc6 Bb5 Nd4 Nxd4 exd4 c3 c6 Bc4 Bc5 Qh5 d5 exd5 Nf6 Qe5+ Qe7 Qxe7+ Kxe7 dxc6 bxc6 O-O Re8 Re1+ Kf8 Rxe8+ Kxe8 b4 Bb6 Bb2 dxc3 dxc3 Ne4 Bf1 Nxf2 g3 Nd3+ Kg2 Nxb2 Nd2 Na4 Re1+ Be6 Bc4 Kd7 Bxe6+ fxe6 c4 Rf8 c5 Bc7 Ne4 a5 Ng5 axb4 Nxh7 Rf5 Re4"
9485,"why in chess game, player took the following move - e4 e5 Nf3 Nc6 Bb5 Nd4 Nxd4 exd4 c3 c6 Bc4 Bc5 Qh5 d5 exd5 Nf6 Qe5+ Qe7 Qxe7+ Kxe7 dxc6 bxc6 O-O Re8 Re1+ Kf8 Rxe8+ Kxe8 b4 Bb6 Bb2 dxc3 dxc3 Ne4 Bf1 Nxf2 g3 Nd3+ Kg2 Nxb2 Nd2 Na4 Re1+ Be6 Bc4 Kd7 Bxe6+ fxe6 c4 Rf8 c5 Bc7 Ne4 a5 Ng5 axb4 Nxh7 Rf5 Re4 Ba5"
9486,"why in chess game, player took the following move - e4 e5 Nf3 Nc6 Bb5 Nd4 Nxd4 exd4 c3 c6 Bc4 Bc5 Qh5 d5 exd5 Nf6 Qe5+ Qe7 Qxe7+ Kxe7 dxc6 bxc6 O-O Re8 Re1+ Kf8 Rxe8+ Kxe8 b4 Bb6 Bb2 dxc3 dxc3 Ne4 Bf1 Nxf2 g3 Nd3+ Kg2 Nxb2 Nd2 Na4 Re1+ Be6 Bc4 Kd7 Bxe6+ fxe6 c4 Rf8 c5 Bc7 Ne4 a5 Ng5 axb4 Nxh7 Rf5 Re4 Ba5 a3"
9487,"why in chess game, player took the following move - e4 e5 Nf3 Nc6 Bb5 Nd4 Nxd4 exd4 c3 c6 Bc4 Bc5 Qh5 d5 exd5 Nf6 Qe5+ Qe7 Qxe7+ Kxe7 dxc6 bxc6 O-O Re8 Re1+ Kf8 Rxe8+ Kxe8 b4 Bb6 Bb2 dxc3 dxc3 Ne4 Bf1 Nxf2 g3 Nd3+ Kg2 Nxb2 Nd2 Na4 Re1+ Be6 Bc4 Kd7 Bxe6+ fxe6 c4 Rf8 c5 Bc7 Ne4 a5 Ng5 axb4 Nxh7 Rf5 Re4 Ba5 a3 Nxc5"
9488,"why in chess game, player took the following move - e4 e5 Nf3 Nc6 Bb5 Nd4 Nxd4 exd4 c3 c6 Bc4 Bc5 Qh5 d5 exd5 Nf6 Qe5+ Qe7 Qxe7+ Kxe7 dxc6 bxc6 O-O Re8 Re1+ Kf8 Rxe8+ Kxe8 b4 Bb6 Bb2 dxc3 dxc3 Ne4 Bf1 Nxf2 g3 Nd3+ Kg2 Nxb2 Nd2 Na4 Re1+ Be6 Bc4 Kd7 Bxe6+ fxe6 c4 Rf8 c5 Bc7 Ne4 a5 Ng5 axb4 Nxh7 Rf5 Re4 Ba5 a3 Nxc5 Rd4+"
9489,"why in chess game, player took the following move - e4 e5 Nf3 Nc6 Bb5 Nd4 Nxd4 exd4 c3 c6 Bc4 Bc5 Qh5 d5 exd5 Nf6 Qe5+ Qe7 Qxe7+ Kxe7 dxc6 bxc6 O-O Re8 Re1+ Kf8 Rxe8+ Kxe8 b4 Bb6 Bb2 dxc3 dxc3 Ne4 Bf1 Nxf2 g3 Nd3+ Kg2 Nxb2 Nd2 Na4 Re1+ Be6 Bc4 Kd7 Bxe6+ fxe6 c4 Rf8 c5 Bc7 Ne4 a5 Ng5 axb4 Nxh7 Rf5 Re4 Ba5 a3 Nxc5 Rd4+ Rd5"
9490,"why in chess game, player took the following move - e4 e5 Nf3 Nc6 Bb5 Nd4 Nxd4 exd4 c3 c6 Bc4 Bc5 Qh5 d5 exd5 Nf6 Qe5+ Qe7 Qxe7+ Kxe7 dxc6 bxc6 O-O Re8 Re1+ Kf8 Rxe8+ Kxe8 b4 Bb6 Bb2 dxc3 dxc3 Ne4 Bf1 Nxf2 g3 Nd3+ Kg2 Nxb2 Nd2 Na4 Re1+ Be6 Bc4 Kd7 Bxe6+ fxe6 c4 Rf8 c5 Bc7 Ne4 a5 Ng5 axb4 Nxh7 Rf5 Re4 Ba5 a3 Nxc5 Rd4+ Rd5 Nf8+"
9491,"why in chess game, player took the following move - e4 e5 Nf3 Nc6 Bb5 Nd4 Nxd4 exd4 c3 c6 Bc4 Bc5 Qh5 d5 exd5 Nf6 Qe5+ Qe7 Qxe7+ Kxe7 dxc6 bxc6 O-O Re8 Re1+ Kf8 Rxe8+ Kxe8 b4 Bb6 Bb2 dxc3 dxc3 Ne4 Bf1 Nxf2 g3 Nd3+ Kg2 Nxb2 Nd2 Na4 Re1+ Be6 Bc4 Kd7 Bxe6+ fxe6 c4 Rf8 c5 Bc7 Ne4 a5 Ng5 axb4 Nxh7 Rf5 Re4 Ba5 a3 Nxc5 Rd4+ Rd5 Nf8+ Kd6"
9492,"why in chess game, player took the following move - e4 e5 Nf3 Nc6 Bb5 Nd4 Nxd4 exd4 c3 c6 Bc4 Bc5 Qh5 d5 exd5 Nf6 Qe5+ Qe7 Qxe7+ Kxe7 dxc6 bxc6 O-O Re8 Re1+ Kf8 Rxe8+ Kxe8 b4 Bb6 Bb2 dxc3 dxc3 Ne4 Bf1 Nxf2 g3 Nd3+ Kg2 Nxb2 Nd2 Na4 Re1+ Be6 Bc4 Kd7 Bxe6+ fxe6 c4 Rf8 c5 Bc7 Ne4 a5 Ng5 axb4 Nxh7 Rf5 Re4 Ba5 a3 Nxc5 Rd4+ Rd5 Nf8+ Kd6 Rxd5+"
9493,"why in chess game, player took the following move - e4 e5 Nf3 Nc6 Bb5 Nd4 Nxd4 exd4 c3 c6 Bc4 Bc5 Qh5 d5 exd5 Nf6 Qe5+ Qe7 Qxe7+ Kxe7 dxc6 bxc6 O-O Re8 Re1+ Kf8 Rxe8+ Kxe8 b4 Bb6 Bb2 dxc3 dxc3 Ne4 Bf1 Nxf2 g3 Nd3+ Kg2 Nxb2 Nd2 Na4 Re1+ Be6 Bc4 Kd7 Bxe6+ fxe6 c4 Rf8 c5 Bc7 Ne4 a5 Ng5 axb4 Nxh7 Rf5 Re4 Ba5 a3 Nxc5 Rd4+ Rd5 Nf8+ Kd6 Rxd5+ cxd5"
9494,"why in chess game, player took the following move - e4 e5 Nf3 Nc6 Bb5 Nd4 Nxd4 exd4 c3 c6 Bc4 Bc5 Qh5 d5 exd5 Nf6 Qe5+ Qe7 Qxe7+ Kxe7 dxc6 bxc6 O-O Re8 Re1+ Kf8 Rxe8+ Kxe8 b4 Bb6 Bb2 dxc3 dxc3 Ne4 Bf1 Nxf2 g3 Nd3+ Kg2 Nxb2 Nd2 Na4 Re1+ Be6 Bc4 Kd7 Bxe6+ fxe6 c4 Rf8 c5 Bc7 Ne4 a5 Ng5 axb4 Nxh7 Rf5 Re4 Ba5 a3 Nxc5 Rd4+ Rd5 Nf8+ Kd6 Rxd5+ cxd5 axb4"
9495,"why in chess game, player took the following move - e4"
9496,"why in chess game, player took the following move - e4 c5"
9497,"why in chess game, player took the following move - e4 c5 Nf3"
9498,"why in chess game, player took the following move - e4 c5 Nf3 d6"
9499,"why in chess game, player took the following move - e4 c5 Nf3 d6 d4"
9500,"why in chess game, player took the following move - e4 c5 Nf3 d6 d4 cxd4"
9501,"why in chess game, player took the following move - e4 c5 Nf3 d6 d4 cxd4 Nxd4"
9502,"why in chess game, player took the following move - e4 c5 Nf3 d6 d4 cxd4 Nxd4 a6"
9503,"why in chess game, player took the following move - e4 c5 Nf3 d6 d4 cxd4 Nxd4 a6 Nc3"
9504,"why in chess game, player took the following move - e4 c5 Nf3 d6 d4 cxd4 Nxd4 a6 Nc3 Nf6"
9505,"why in chess game, player took the following move - e4 c5 Nf3 d6 d4 cxd4 Nxd4 a6 Nc3 Nf6 h3"
9506,"why in chess game, player took the following move - e4 c5 Nf3 d6 d4 cxd4 Nxd4 a6 Nc3 Nf6 h3 Nc6"
9507,"why in chess game, player took the following move - e4 c5 Nf3 d6 d4 cxd4 Nxd4 a6 Nc3 Nf6 h3 Nc6 Be3"
9508,"why in chess game, player took the following move - e4 c5 Nf3 d6 d4 cxd4 Nxd4 a6 Nc3 Nf6 h3 Nc6 Be3 g6"
9509,"why in chess game, player took the following move - e4 c5 Nf3 d6 d4 cxd4 Nxd4 a6 Nc3 Nf6 h3 Nc6 Be3 g6 Qd2"
9510,"why in chess game, player took the following move - e4 c5 Nf3 d6 d4 cxd4 Nxd4 a6 Nc3 Nf6 h3 Nc6 Be3 g6 Qd2 Bg7"
9511,"why in chess game, player took the following move - e4 c5 Nf3 d6 d4 cxd4 Nxd4 a6 Nc3 Nf6 h3 Nc6 Be3 g6 Qd2 Bg7 O-O-O"
9512,"why in chess game, player took the following move - e4 c5 Nf3 d6 d4 cxd4 Nxd4 a6 Nc3 Nf6 h3 Nc6 Be3 g6 Qd2 Bg7 O-O-O Bd7"
9513,"why in chess game, player took the following move - e4 c5 Nf3 d6 d4 cxd4 Nxd4 a6 Nc3 Nf6 h3 Nc6 Be3 g6 Qd2 Bg7 O-O-O Bd7 g4"
9514,"why in chess game, player took the following move - e4 c5 Nf3 d6 d4 cxd4 Nxd4 a6 Nc3 Nf6 h3 Nc6 Be3 g6 Qd2 Bg7 O-O-O Bd7 g4 O-O"
9515,"why in chess game, player took the following move - e4 c5 Nf3 d6 d4 cxd4 Nxd4 a6 Nc3 Nf6 h3 Nc6 Be3 g6 Qd2 Bg7 O-O-O Bd7 g4 O-O f3"
9516,"why in chess game, player took the following move - e4 c5 Nf3 d6 d4 cxd4 Nxd4 a6 Nc3 Nf6 h3 Nc6 Be3 g6 Qd2 Bg7 O-O-O Bd7 g4 O-O f3 Ne5"
9517,"why in chess game, player took the following move - e4 c5 Nf3 d6 d4 cxd4 Nxd4 a6 Nc3 Nf6 h3 Nc6 Be3 g6 Qd2 Bg7 O-O-O Bd7 g4 O-O f3 Ne5 f4"
9518,"why in chess game, player took the following move - e4 c5 Nf3 d6 d4 cxd4 Nxd4 a6 Nc3 Nf6 h3 Nc6 Be3 g6 Qd2 Bg7 O-O-O Bd7 g4 O-O f3 Ne5 f4 Nc6"
9519,"why in chess game, player took the following move - e4 c5 Nf3 d6 d4 cxd4 Nxd4 a6 Nc3 Nf6 h3 Nc6 Be3 g6 Qd2 Bg7 O-O-O Bd7 g4 O-O f3 Ne5 f4 Nc6 f5"
9520,"why in chess game, player took the following move - e4 c5 Nf3 d6 d4 cxd4 Nxd4 a6 Nc3 Nf6 h3 Nc6 Be3 g6 Qd2 Bg7 O-O-O Bd7 g4 O-O f3 Ne5 f4 Nc6 f5 e5"
9521,"why in chess game, player took the following move - e4 c5 Nf3 d6 d4 cxd4 Nxd4 a6 Nc3 Nf6 h3 Nc6 Be3 g6 Qd2 Bg7 O-O-O Bd7 g4 O-O f3 Ne5 f4 Nc6 f5 e5 fxg6"
9522,"why in chess game, player took the following move - e4 c5 Nf3 d6 d4 cxd4 Nxd4 a6 Nc3 Nf6 h3 Nc6 Be3 g6 Qd2 Bg7 O-O-O Bd7 g4 O-O f3 Ne5 f4 Nc6 f5 e5 fxg6 exd4"
9523,"why in chess game, player took the following move - e4 c5 Nf3 d6 d4 cxd4 Nxd4 a6 Nc3 Nf6 h3 Nc6 Be3 g6 Qd2 Bg7 O-O-O Bd7 g4 O-O f3 Ne5 f4 Nc6 f5 e5 fxg6 exd4 gxh7+"
9524,"why in chess game, player took the following move - e4 c5 Nf3 d6 d4 cxd4 Nxd4 a6 Nc3 Nf6 h3 Nc6 Be3 g6 Qd2 Bg7 O-O-O Bd7 g4 O-O f3 Ne5 f4 Nc6 f5 e5 fxg6 exd4 gxh7+ Nxh7"
9525,"why in chess game, player took the following move - e4 c5 Nf3 d6 d4 cxd4 Nxd4 a6 Nc3 Nf6 h3 Nc6 Be3 g6 Qd2 Bg7 O-O-O Bd7 g4 O-O f3 Ne5 f4 Nc6 f5 e5 fxg6 exd4 gxh7+ Nxh7 Bh6"
9526,"why in chess game, player took the following move - e4 c5 Nf3 d6 d4 cxd4 Nxd4 a6 Nc3 Nf6 h3 Nc6 Be3 g6 Qd2 Bg7 O-O-O Bd7 g4 O-O f3 Ne5 f4 Nc6 f5 e5 fxg6 exd4 gxh7+ Nxh7 Bh6 dxc3"
9527,"why in chess game, player took the following move - e4 c5 Nf3 d6 d4 cxd4 Nxd4 a6 Nc3 Nf6 h3 Nc6 Be3 g6 Qd2 Bg7 O-O-O Bd7 g4 O-O f3 Ne5 f4 Nc6 f5 e5 fxg6 exd4 gxh7+ Nxh7 Bh6 dxc3 Qf4"
9528,"why in chess game, player took the following move - e4 c5 Nf3 d6 d4 cxd4 Nxd4 a6 Nc3 Nf6 h3 Nc6 Be3 g6 Qd2 Bg7 O-O-O Bd7 g4 O-O f3 Ne5 f4 Nc6 f5 e5 fxg6 exd4 gxh7+ Nxh7 Bh6 dxc3 Qf4 cxb2+"
9529,"why in chess game, player took the following move - e4 c5 Nf3 d6 d4 cxd4 Nxd4 a6 Nc3 Nf6 h3 Nc6 Be3 g6 Qd2 Bg7 O-O-O Bd7 g4 O-O f3 Ne5 f4 Nc6 f5 e5 fxg6 exd4 gxh7+ Nxh7 Bh6 dxc3 Qf4 cxb2+ Kb1"
9530,"why in chess game, player took the following move - e4 c5 Nf3 d6 d4 cxd4 Nxd4 a6 Nc3 Nf6 h3 Nc6 Be3 g6 Qd2 Bg7 O-O-O Bd7 g4 O-O f3 Ne5 f4 Nc6 f5 e5 fxg6 exd4 gxh7+ Nxh7 Bh6 dxc3 Qf4 cxb2+ Kb1 Bxh6"
9531,"why in chess game, player took the following move - e4 c5 Nf3 d6 d4 cxd4 Nxd4 a6 Nc3 Nf6 h3 Nc6 Be3 g6 Qd2 Bg7 O-O-O Bd7 g4 O-O f3 Ne5 f4 Nc6 f5 e5 fxg6 exd4 gxh7+ Nxh7 Bh6 dxc3 Qf4 cxb2+ Kb1 Bxh6 Qxh6"
9532,"why in chess game, player took the following move - e4 c5 Nf3 d6 d4 cxd4 Nxd4 a6 Nc3 Nf6 h3 Nc6 Be3 g6 Qd2 Bg7 O-O-O Bd7 g4 O-O f3 Ne5 f4 Nc6 f5 e5 fxg6 exd4 gxh7+ Nxh7 Bh6 dxc3 Qf4 cxb2+ Kb1 Bxh6 Qxh6 Qf6"
9533,"why in chess game, player took the following move - e4 c5 Nf3 d6 d4 cxd4 Nxd4 a6 Nc3 Nf6 h3 Nc6 Be3 g6 Qd2 Bg7 O-O-O Bd7 g4 O-O f3 Ne5 f4 Nc6 f5 e5 fxg6 exd4 gxh7+ Nxh7 Bh6 dxc3 Qf4 cxb2+ Kb1 Bxh6 Qxh6 Qf6 Qe3"
9534,"why in chess game, player took the following move - e4 c5 Nf3 d6 d4 cxd4 Nxd4 a6 Nc3 Nf6 h3 Nc6 Be3 g6 Qd2 Bg7 O-O-O Bd7 g4 O-O f3 Ne5 f4 Nc6 f5 e5 fxg6 exd4 gxh7+ Nxh7 Bh6 dxc3 Qf4 cxb2+ Kb1 Bxh6 Qxh6 Qf6 Qe3 Rae8"
9535,"why in chess game, player took the following move - e4 c5 Nf3 d6 d4 cxd4 Nxd4 a6 Nc3 Nf6 h3 Nc6 Be3 g6 Qd2 Bg7 O-O-O Bd7 g4 O-O f3 Ne5 f4 Nc6 f5 e5 fxg6 exd4 gxh7+ Nxh7 Bh6 dxc3 Qf4 cxb2+ Kb1 Bxh6 Qxh6 Qf6 Qe3 Rae8 Bd3"
9536,"why in chess game, player took the following move - e4 c5 Nf3 d6 d4 cxd4 Nxd4 a6 Nc3 Nf6 h3 Nc6 Be3 g6 Qd2 Bg7 O-O-O Bd7 g4 O-O f3 Ne5 f4 Nc6 f5 e5 fxg6 exd4 gxh7+ Nxh7 Bh6 dxc3 Qf4 cxb2+ Kb1 Bxh6 Qxh6 Qf6 Qe3 Rae8 Bd3 Ne5"
