,Unnamed: 0,moves,explanation
9665,9665,"why in chess game, player took the following move - d4 Nf6 Nf3 e6 c4 c5 e3 cxd4 exd4 d5 c5 Be7 Bb5+ Nc6 O-O Bd7 a4 b6 b4 Nxb4 Bxd7+ Nxd7 cxb6 Qxb6 Nc3 Nc6 Ne5 Ndxe5 dxe5 Nxe5 Be3 Qd8 Qe2 Nd7 Nb5 a6 Nd4 O-O Nc6 Qe8 Nxe7+ Qxe7 Rac1 Qb4 Ra1 Rfc8 Rfb1 Qd6 a5 Qe7 g3 Qd8 Rb7 Rcb8 Rab1 Rxb7 Rxb7 Qc8 Qb2 Rb8 Rxb8 Qxb8 Bb6 Nxb6 Qxb6 Qc8 Kg2 Kf8 Qd6+ Ke8 Qb6 Kd7 Qa7+ Ke8 h4 h5 Qd4 Kf8 Qe5 Qc5 Qb8+ Ke7 Qb7+ Kf6 Qb2+ d4 Qb6 Qd5+ Kg1 d3 Qb2+ Qe5 Qd2 Qe2",
9666,9666,"why in chess game, player took the following move - d4 Nf6 Nf3 e6 c4 c5 e3 cxd4 exd4 d5 c5 Be7 Bb5+ Nc6 O-O Bd7 a4 b6 b4 Nxb4 Bxd7+ Nxd7 cxb6 Qxb6 Nc3 Nc6 Ne5 Ndxe5 dxe5 Nxe5 Be3 Qd8 Qe2 Nd7 Nb5 a6 Nd4 O-O Nc6 Qe8 Nxe7+ Qxe7 Rac1 Qb4 Ra1 Rfc8 Rfb1 Qd6 a5 Qe7 g3 Qd8 Rb7 Rcb8 Rab1 Rxb7 Rxb7 Qc8 Qb2 Rb8 Rxb8 Qxb8 Bb6 Nxb6 Qxb6 Qc8 Kg2 Kf8 Qd6+ Ke8 Qb6 Kd7 Qa7+ Ke8 h4 h5 Qd4 Kf8 Qe5 Qc5 Qb8+ Ke7 Qb7+ Kf6 Qb2+ d4 Qb6 Qd5+ Kg1 d3 Qb2+ Qe5 Qd2 Qe2 Qf4+",
9667,9667,"why in chess game, player took the following move - d4 Nf6 Nf3 e6 c4 c5 e3 cxd4 exd4 d5 c5 Be7 Bb5+ Nc6 O-O Bd7 a4 b6 b4 Nxb4 Bxd7+ Nxd7 cxb6 Qxb6 Nc3 Nc6 Ne5 Ndxe5 dxe5 Nxe5 Be3 Qd8 Qe2 Nd7 Nb5 a6 Nd4 O-O Nc6 Qe8 Nxe7+ Qxe7 Rac1 Qb4 Ra1 Rfc8 Rfb1 Qd6 a5 Qe7 g3 Qd8 Rb7 Rcb8 Rab1 Rxb7 Rxb7 Qc8 Qb2 Rb8 Rxb8 Qxb8 Bb6 Nxb6 Qxb6 Qc8 Kg2 Kf8 Qd6+ Ke8 Qb6 Kd7 Qa7+ Ke8 h4 h5 Qd4 Kf8 Qe5 Qc5 Qb8+ Ke7 Qb7+ Kf6 Qb2+ d4 Qb6 Qd5+ Kg1 d3 Qb2+ Qe5 Qd2 Qe2 Qf4+ Kg6",
9668,9668,"why in chess game, player took the following move - d4 Nf6 Nf3 e6 c4 c5 e3 cxd4 exd4 d5 c5 Be7 Bb5+ Nc6 O-O Bd7 a4 b6 b4 Nxb4 Bxd7+ Nxd7 cxb6 Qxb6 Nc3 Nc6 Ne5 Ndxe5 dxe5 Nxe5 Be3 Qd8 Qe2 Nd7 Nb5 a6 Nd4 O-O Nc6 Qe8 Nxe7+ Qxe7 Rac1 Qb4 Ra1 Rfc8 Rfb1 Qd6 a5 Qe7 g3 Qd8 Rb7 Rcb8 Rab1 Rxb7 Rxb7 Qc8 Qb2 Rb8 Rxb8 Qxb8 Bb6 Nxb6 Qxb6 Qc8 Kg2 Kf8 Qd6+ Ke8 Qb6 Kd7 Qa7+ Ke8 h4 h5 Qd4 Kf8 Qe5 Qc5 Qb8+ Ke7 Qb7+ Kf6 Qb2+ d4 Qb6 Qd5+ Kg1 d3 Qb2+ Qe5 Qd2 Qe2 Qf4+ Kg6 Qc4",
9669,9669,"why in chess game, player took the following move - d4 Nf6 Nf3 e6 c4 c5 e3 cxd4 exd4 d5 c5 Be7 Bb5+ Nc6 O-O Bd7 a4 b6 b4 Nxb4 Bxd7+ Nxd7 cxb6 Qxb6 Nc3 Nc6 Ne5 Ndxe5 dxe5 Nxe5 Be3 Qd8 Qe2 Nd7 Nb5 a6 Nd4 O-O Nc6 Qe8 Nxe7+ Qxe7 Rac1 Qb4 Ra1 Rfc8 Rfb1 Qd6 a5 Qe7 g3 Qd8 Rb7 Rcb8 Rab1 Rxb7 Rxb7 Qc8 Qb2 Rb8 Rxb8 Qxb8 Bb6 Nxb6 Qxb6 Qc8 Kg2 Kf8 Qd6+ Ke8 Qb6 Kd7 Qa7+ Ke8 h4 h5 Qd4 Kf8 Qe5 Qc5 Qb8+ Ke7 Qb7+ Kf6 Qb2+ d4 Qb6 Qd5+ Kg1 d3 Qb2+ Qe5 Qd2 Qe2 Qf4+ Kg6 Qc4 Qe1+",
9670,9670,"why in chess game, player took the following move - d4 Nf6 Nf3 e6 c4 c5 e3 cxd4 exd4 d5 c5 Be7 Bb5+ Nc6 O-O Bd7 a4 b6 b4 Nxb4 Bxd7+ Nxd7 cxb6 Qxb6 Nc3 Nc6 Ne5 Ndxe5 dxe5 Nxe5 Be3 Qd8 Qe2 Nd7 Nb5 a6 Nd4 O-O Nc6 Qe8 Nxe7+ Qxe7 Rac1 Qb4 Ra1 Rfc8 Rfb1 Qd6 a5 Qe7 g3 Qd8 Rb7 Rcb8 Rab1 Rxb7 Rxb7 Qc8 Qb2 Rb8 Rxb8 Qxb8 Bb6 Nxb6 Qxb6 Qc8 Kg2 Kf8 Qd6+ Ke8 Qb6 Kd7 Qa7+ Ke8 h4 h5 Qd4 Kf8 Qe5 Qc5 Qb8+ Ke7 Qb7+ Kf6 Qb2+ d4 Qb6 Qd5+ Kg1 d3 Qb2+ Qe5 Qd2 Qe2 Qf4+ Kg6 Qc4 Qe1+ Kg2",
9671,9671,"why in chess game, player took the following move - d4 Nf6 Nf3 e6 c4 c5 e3 cxd4 exd4 d5 c5 Be7 Bb5+ Nc6 O-O Bd7 a4 b6 b4 Nxb4 Bxd7+ Nxd7 cxb6 Qxb6 Nc3 Nc6 Ne5 Ndxe5 dxe5 Nxe5 Be3 Qd8 Qe2 Nd7 Nb5 a6 Nd4 O-O Nc6 Qe8 Nxe7+ Qxe7 Rac1 Qb4 Ra1 Rfc8 Rfb1 Qd6 a5 Qe7 g3 Qd8 Rb7 Rcb8 Rab1 Rxb7 Rxb7 Qc8 Qb2 Rb8 Rxb8 Qxb8 Bb6 Nxb6 Qxb6 Qc8 Kg2 Kf8 Qd6+ Ke8 Qb6 Kd7 Qa7+ Ke8 h4 h5 Qd4 Kf8 Qe5 Qc5 Qb8+ Ke7 Qb7+ Kf6 Qb2+ d4 Qb6 Qd5+ Kg1 d3 Qb2+ Qe5 Qd2 Qe2 Qf4+ Kg6 Qc4 Qe1+ Kg2 Qxa5",
9672,9672,"why in chess game, player took the following move - d4 Nf6 Nf3 e6 c4 c5 e3 cxd4 exd4 d5 c5 Be7 Bb5+ Nc6 O-O Bd7 a4 b6 b4 Nxb4 Bxd7+ Nxd7 cxb6 Qxb6 Nc3 Nc6 Ne5 Ndxe5 dxe5 Nxe5 Be3 Qd8 Qe2 Nd7 Nb5 a6 Nd4 O-O Nc6 Qe8 Nxe7+ Qxe7 Rac1 Qb4 Ra1 Rfc8 Rfb1 Qd6 a5 Qe7 g3 Qd8 Rb7 Rcb8 Rab1 Rxb7 Rxb7 Qc8 Qb2 Rb8 Rxb8 Qxb8 Bb6 Nxb6 Qxb6 Qc8 Kg2 Kf8 Qd6+ Ke8 Qb6 Kd7 Qa7+ Ke8 h4 h5 Qd4 Kf8 Qe5 Qc5 Qb8+ Ke7 Qb7+ Kf6 Qb2+ d4 Qb6 Qd5+ Kg1 d3 Qb2+ Qe5 Qd2 Qe2 Qf4+ Kg6 Qc4 Qe1+ Kg2 Qxa5 Qxd3+",
9673,9673,"why in chess game, player took the following move - d4 Nf6 Nf3 e6 c4 c5 e3 cxd4 exd4 d5 c5 Be7 Bb5+ Nc6 O-O Bd7 a4 b6 b4 Nxb4 Bxd7+ Nxd7 cxb6 Qxb6 Nc3 Nc6 Ne5 Ndxe5 dxe5 Nxe5 Be3 Qd8 Qe2 Nd7 Nb5 a6 Nd4 O-O Nc6 Qe8 Nxe7+ Qxe7 Rac1 Qb4 Ra1 Rfc8 Rfb1 Qd6 a5 Qe7 g3 Qd8 Rb7 Rcb8 Rab1 Rxb7 Rxb7 Qc8 Qb2 Rb8 Rxb8 Qxb8 Bb6 Nxb6 Qxb6 Qc8 Kg2 Kf8 Qd6+ Ke8 Qb6 Kd7 Qa7+ Ke8 h4 h5 Qd4 Kf8 Qe5 Qc5 Qb8+ Ke7 Qb7+ Kf6 Qb2+ d4 Qb6 Qd5+ Kg1 d3 Qb2+ Qe5 Qd2 Qe2 Qf4+ Kg6 Qc4 Qe1+ Kg2 Qxa5 Qxd3+ Kh6",
9674,9674,"why in chess game, player took the following move - d4 Nf6 Nf3 e6 c4 c5 e3 cxd4 exd4 d5 c5 Be7 Bb5+ Nc6 O-O Bd7 a4 b6 b4 Nxb4 Bxd7+ Nxd7 cxb6 Qxb6 Nc3 Nc6 Ne5 Ndxe5 dxe5 Nxe5 Be3 Qd8 Qe2 Nd7 Nb5 a6 Nd4 O-O Nc6 Qe8 Nxe7+ Qxe7 Rac1 Qb4 Ra1 Rfc8 Rfb1 Qd6 a5 Qe7 g3 Qd8 Rb7 Rcb8 Rab1 Rxb7 Rxb7 Qc8 Qb2 Rb8 Rxb8 Qxb8 Bb6 Nxb6 Qxb6 Qc8 Kg2 Kf8 Qd6+ Ke8 Qb6 Kd7 Qa7+ Ke8 h4 h5 Qd4 Kf8 Qe5 Qc5 Qb8+ Ke7 Qb7+ Kf6 Qb2+ d4 Qb6 Qd5+ Kg1 d3 Qb2+ Qe5 Qd2 Qe2 Qf4+ Kg6 Qc4 Qe1+ Kg2 Qxa5 Qxd3+ Kh6 Qe3+",
9675,9675,"why in chess game, player took the following move - d4 Nf6 Nf3 e6 c4 c5 e3 cxd4 exd4 d5 c5 Be7 Bb5+ Nc6 O-O Bd7 a4 b6 b4 Nxb4 Bxd7+ Nxd7 cxb6 Qxb6 Nc3 Nc6 Ne5 Ndxe5 dxe5 Nxe5 Be3 Qd8 Qe2 Nd7 Nb5 a6 Nd4 O-O Nc6 Qe8 Nxe7+ Qxe7 Rac1 Qb4 Ra1 Rfc8 Rfb1 Qd6 a5 Qe7 g3 Qd8 Rb7 Rcb8 Rab1 Rxb7 Rxb7 Qc8 Qb2 Rb8 Rxb8 Qxb8 Bb6 Nxb6 Qxb6 Qc8 Kg2 Kf8 Qd6+ Ke8 Qb6 Kd7 Qa7+ Ke8 h4 h5 Qd4 Kf8 Qe5 Qc5 Qb8+ Ke7 Qb7+ Kf6 Qb2+ d4 Qb6 Qd5+ Kg1 d3 Qb2+ Qe5 Qd2 Qe2 Qf4+ Kg6 Qc4 Qe1+ Kg2 Qxa5 Qxd3+ Kh6 Qe3+ Kh7",
9676,9676,"why in chess game, player took the following move - d4 Nf6 Nf3 e6 c4 c5 e3 cxd4 exd4 d5 c5 Be7 Bb5+ Nc6 O-O Bd7 a4 b6 b4 Nxb4 Bxd7+ Nxd7 cxb6 Qxb6 Nc3 Nc6 Ne5 Ndxe5 dxe5 Nxe5 Be3 Qd8 Qe2 Nd7 Nb5 a6 Nd4 O-O Nc6 Qe8 Nxe7+ Qxe7 Rac1 Qb4 Ra1 Rfc8 Rfb1 Qd6 a5 Qe7 g3 Qd8 Rb7 Rcb8 Rab1 Rxb7 Rxb7 Qc8 Qb2 Rb8 Rxb8 Qxb8 Bb6 Nxb6 Qxb6 Qc8 Kg2 Kf8 Qd6+ Ke8 Qb6 Kd7 Qa7+ Ke8 h4 h5 Qd4 Kf8 Qe5 Qc5 Qb8+ Ke7 Qb7+ Kf6 Qb2+ d4 Qb6 Qd5+ Kg1 d3 Qb2+ Qe5 Qd2 Qe2 Qf4+ Kg6 Qc4 Qe1+ Kg2 Qxa5 Qxd3+ Kh6 Qe3+ Kh7 Qe4+",
9677,9677,"why in chess game, player took the following move - d4 Nf6 Nf3 e6 c4 c5 e3 cxd4 exd4 d5 c5 Be7 Bb5+ Nc6 O-O Bd7 a4 b6 b4 Nxb4 Bxd7+ Nxd7 cxb6 Qxb6 Nc3 Nc6 Ne5 Ndxe5 dxe5 Nxe5 Be3 Qd8 Qe2 Nd7 Nb5 a6 Nd4 O-O Nc6 Qe8 Nxe7+ Qxe7 Rac1 Qb4 Ra1 Rfc8 Rfb1 Qd6 a5 Qe7 g3 Qd8 Rb7 Rcb8 Rab1 Rxb7 Rxb7 Qc8 Qb2 Rb8 Rxb8 Qxb8 Bb6 Nxb6 Qxb6 Qc8 Kg2 Kf8 Qd6+ Ke8 Qb6 Kd7 Qa7+ Ke8 h4 h5 Qd4 Kf8 Qe5 Qc5 Qb8+ Ke7 Qb7+ Kf6 Qb2+ d4 Qb6 Qd5+ Kg1 d3 Qb2+ Qe5 Qd2 Qe2 Qf4+ Kg6 Qc4 Qe1+ Kg2 Qxa5 Qxd3+ Kh6 Qe3+ Kh7 Qe4+ Qf5",
9678,9678,"why in chess game, player took the following move - d4 Nf6 Nf3 e6 c4 c5 e3 cxd4 exd4 d5 c5 Be7 Bb5+ Nc6 O-O Bd7 a4 b6 b4 Nxb4 Bxd7+ Nxd7 cxb6 Qxb6 Nc3 Nc6 Ne5 Ndxe5 dxe5 Nxe5 Be3 Qd8 Qe2 Nd7 Nb5 a6 Nd4 O-O Nc6 Qe8 Nxe7+ Qxe7 Rac1 Qb4 Ra1 Rfc8 Rfb1 Qd6 a5 Qe7 g3 Qd8 Rb7 Rcb8 Rab1 Rxb7 Rxb7 Qc8 Qb2 Rb8 Rxb8 Qxb8 Bb6 Nxb6 Qxb6 Qc8 Kg2 Kf8 Qd6+ Ke8 Qb6 Kd7 Qa7+ Ke8 h4 h5 Qd4 Kf8 Qe5 Qc5 Qb8+ Ke7 Qb7+ Kf6 Qb2+ d4 Qb6 Qd5+ Kg1 d3 Qb2+ Qe5 Qd2 Qe2 Qf4+ Kg6 Qc4 Qe1+ Kg2 Qxa5 Qxd3+ Kh6 Qe3+ Kh7 Qe4+ Qf5 Qa4",
9679,9679,"why in chess game, player took the following move - d4 Nf6 Nf3 e6 c4 c5 e3 cxd4 exd4 d5 c5 Be7 Bb5+ Nc6 O-O Bd7 a4 b6 b4 Nxb4 Bxd7+ Nxd7 cxb6 Qxb6 Nc3 Nc6 Ne5 Ndxe5 dxe5 Nxe5 Be3 Qd8 Qe2 Nd7 Nb5 a6 Nd4 O-O Nc6 Qe8 Nxe7+ Qxe7 Rac1 Qb4 Ra1 Rfc8 Rfb1 Qd6 a5 Qe7 g3 Qd8 Rb7 Rcb8 Rab1 Rxb7 Rxb7 Qc8 Qb2 Rb8 Rxb8 Qxb8 Bb6 Nxb6 Qxb6 Qc8 Kg2 Kf8 Qd6+ Ke8 Qb6 Kd7 Qa7+ Ke8 h4 h5 Qd4 Kf8 Qe5 Qc5 Qb8+ Ke7 Qb7+ Kf6 Qb2+ d4 Qb6 Qd5+ Kg1 d3 Qb2+ Qe5 Qd2 Qe2 Qf4+ Kg6 Qc4 Qe1+ Kg2 Qxa5 Qxd3+ Kh6 Qe3+ Kh7 Qe4+ Qf5 Qa4 a5",
9680,9680,"why in chess game, player took the following move - d4 Nf6 Nf3 e6 c4 c5 e3 cxd4 exd4 d5 c5 Be7 Bb5+ Nc6 O-O Bd7 a4 b6 b4 Nxb4 Bxd7+ Nxd7 cxb6 Qxb6 Nc3 Nc6 Ne5 Ndxe5 dxe5 Nxe5 Be3 Qd8 Qe2 Nd7 Nb5 a6 Nd4 O-O Nc6 Qe8 Nxe7+ Qxe7 Rac1 Qb4 Ra1 Rfc8 Rfb1 Qd6 a5 Qe7 g3 Qd8 Rb7 Rcb8 Rab1 Rxb7 Rxb7 Qc8 Qb2 Rb8 Rxb8 Qxb8 Bb6 Nxb6 Qxb6 Qc8 Kg2 Kf8 Qd6+ Ke8 Qb6 Kd7 Qa7+ Ke8 h4 h5 Qd4 Kf8 Qe5 Qc5 Qb8+ Ke7 Qb7+ Kf6 Qb2+ d4 Qb6 Qd5+ Kg1 d3 Qb2+ Qe5 Qd2 Qe2 Qf4+ Kg6 Qc4 Qe1+ Kg2 Qxa5 Qxd3+ Kh6 Qe3+ Kh7 Qe4+ Qf5 Qa4 a5 f3",
9681,9681,"why in chess game, player took the following move - d4 Nf6 Nf3 e6 c4 c5 e3 cxd4 exd4 d5 c5 Be7 Bb5+ Nc6 O-O Bd7 a4 b6 b4 Nxb4 Bxd7+ Nxd7 cxb6 Qxb6 Nc3 Nc6 Ne5 Ndxe5 dxe5 Nxe5 Be3 Qd8 Qe2 Nd7 Nb5 a6 Nd4 O-O Nc6 Qe8 Nxe7+ Qxe7 Rac1 Qb4 Ra1 Rfc8 Rfb1 Qd6 a5 Qe7 g3 Qd8 Rb7 Rcb8 Rab1 Rxb7 Rxb7 Qc8 Qb2 Rb8 Rxb8 Qxb8 Bb6 Nxb6 Qxb6 Qc8 Kg2 Kf8 Qd6+ Ke8 Qb6 Kd7 Qa7+ Ke8 h4 h5 Qd4 Kf8 Qe5 Qc5 Qb8+ Ke7 Qb7+ Kf6 Qb2+ d4 Qb6 Qd5+ Kg1 d3 Qb2+ Qe5 Qd2 Qe2 Qf4+ Kg6 Qc4 Qe1+ Kg2 Qxa5 Qxd3+ Kh6 Qe3+ Kh7 Qe4+ Qf5 Qa4 a5 f3 g5",
9682,9682,"why in chess game, player took the following move - d4 Nf6 Nf3 e6 c4 c5 e3 cxd4 exd4 d5 c5 Be7 Bb5+ Nc6 O-O Bd7 a4 b6 b4 Nxb4 Bxd7+ Nxd7 cxb6 Qxb6 Nc3 Nc6 Ne5 Ndxe5 dxe5 Nxe5 Be3 Qd8 Qe2 Nd7 Nb5 a6 Nd4 O-O Nc6 Qe8 Nxe7+ Qxe7 Rac1 Qb4 Ra1 Rfc8 Rfb1 Qd6 a5 Qe7 g3 Qd8 Rb7 Rcb8 Rab1 Rxb7 Rxb7 Qc8 Qb2 Rb8 Rxb8 Qxb8 Bb6 Nxb6 Qxb6 Qc8 Kg2 Kf8 Qd6+ Ke8 Qb6 Kd7 Qa7+ Ke8 h4 h5 Qd4 Kf8 Qe5 Qc5 Qb8+ Ke7 Qb7+ Kf6 Qb2+ d4 Qb6 Qd5+ Kg1 d3 Qb2+ Qe5 Qd2 Qe2 Qf4+ Kg6 Qc4 Qe1+ Kg2 Qxa5 Qxd3+ Kh6 Qe3+ Kh7 Qe4+ Qf5 Qa4 a5 f3 g5 hxg5",
9683,9683,"why in chess game, player took the following move - d4 Nf6 Nf3 e6 c4 c5 e3 cxd4 exd4 d5 c5 Be7 Bb5+ Nc6 O-O Bd7 a4 b6 b4 Nxb4 Bxd7+ Nxd7 cxb6 Qxb6 Nc3 Nc6 Ne5 Ndxe5 dxe5 Nxe5 Be3 Qd8 Qe2 Nd7 Nb5 a6 Nd4 O-O Nc6 Qe8 Nxe7+ Qxe7 Rac1 Qb4 Ra1 Rfc8 Rfb1 Qd6 a5 Qe7 g3 Qd8 Rb7 Rcb8 Rab1 Rxb7 Rxb7 Qc8 Qb2 Rb8 Rxb8 Qxb8 Bb6 Nxb6 Qxb6 Qc8 Kg2 Kf8 Qd6+ Ke8 Qb6 Kd7 Qa7+ Ke8 h4 h5 Qd4 Kf8 Qe5 Qc5 Qb8+ Ke7 Qb7+ Kf6 Qb2+ d4 Qb6 Qd5+ Kg1 d3 Qb2+ Qe5 Qd2 Qe2 Qf4+ Kg6 Qc4 Qe1+ Kg2 Qxa5 Qxd3+ Kh6 Qe3+ Kh7 Qe4+ Qf5 Qa4 a5 f3 g5 hxg5 Qxg5",
9684,9684,"why in chess game, player took the following move - d4 Nf6 Nf3 e6 c4 c5 e3 cxd4 exd4 d5 c5 Be7 Bb5+ Nc6 O-O Bd7 a4 b6 b4 Nxb4 Bxd7+ Nxd7 cxb6 Qxb6 Nc3 Nc6 Ne5 Ndxe5 dxe5 Nxe5 Be3 Qd8 Qe2 Nd7 Nb5 a6 Nd4 O-O Nc6 Qe8 Nxe7+ Qxe7 Rac1 Qb4 Ra1 Rfc8 Rfb1 Qd6 a5 Qe7 g3 Qd8 Rb7 Rcb8 Rab1 Rxb7 Rxb7 Qc8 Qb2 Rb8 Rxb8 Qxb8 Bb6 Nxb6 Qxb6 Qc8 Kg2 Kf8 Qd6+ Ke8 Qb6 Kd7 Qa7+ Ke8 h4 h5 Qd4 Kf8 Qe5 Qc5 Qb8+ Ke7 Qb7+ Kf6 Qb2+ d4 Qb6 Qd5+ Kg1 d3 Qb2+ Qe5 Qd2 Qe2 Qf4+ Kg6 Qc4 Qe1+ Kg2 Qxa5 Qxd3+ Kh6 Qe3+ Kh7 Qe4+ Qf5 Qa4 a5 f3 g5 hxg5 Qxg5 Qe4+",
9685,9685,"why in chess game, player took the following move - d4 Nf6 Nf3 e6 c4 c5 e3 cxd4 exd4 d5 c5 Be7 Bb5+ Nc6 O-O Bd7 a4 b6 b4 Nxb4 Bxd7+ Nxd7 cxb6 Qxb6 Nc3 Nc6 Ne5 Ndxe5 dxe5 Nxe5 Be3 Qd8 Qe2 Nd7 Nb5 a6 Nd4 O-O Nc6 Qe8 Nxe7+ Qxe7 Rac1 Qb4 Ra1 Rfc8 Rfb1 Qd6 a5 Qe7 g3 Qd8 Rb7 Rcb8 Rab1 Rxb7 Rxb7 Qc8 Qb2 Rb8 Rxb8 Qxb8 Bb6 Nxb6 Qxb6 Qc8 Kg2 Kf8 Qd6+ Ke8 Qb6 Kd7 Qa7+ Ke8 h4 h5 Qd4 Kf8 Qe5 Qc5 Qb8+ Ke7 Qb7+ Kf6 Qb2+ d4 Qb6 Qd5+ Kg1 d3 Qb2+ Qe5 Qd2 Qe2 Qf4+ Kg6 Qc4 Qe1+ Kg2 Qxa5 Qxd3+ Kh6 Qe3+ Kh7 Qe4+ Qf5 Qa4 a5 f3 g5 hxg5 Qxg5 Qe4+ Qf5",
9686,9686,"why in chess game, player took the following move - d4 Nf6 Nf3 e6 c4 c5 e3 cxd4 exd4 d5 c5 Be7 Bb5+ Nc6 O-O Bd7 a4 b6 b4 Nxb4 Bxd7+ Nxd7 cxb6 Qxb6 Nc3 Nc6 Ne5 Ndxe5 dxe5 Nxe5 Be3 Qd8 Qe2 Nd7 Nb5 a6 Nd4 O-O Nc6 Qe8 Nxe7+ Qxe7 Rac1 Qb4 Ra1 Rfc8 Rfb1 Qd6 a5 Qe7 g3 Qd8 Rb7 Rcb8 Rab1 Rxb7 Rxb7 Qc8 Qb2 Rb8 Rxb8 Qxb8 Bb6 Nxb6 Qxb6 Qc8 Kg2 Kf8 Qd6+ Ke8 Qb6 Kd7 Qa7+ Ke8 h4 h5 Qd4 Kf8 Qe5 Qc5 Qb8+ Ke7 Qb7+ Kf6 Qb2+ d4 Qb6 Qd5+ Kg1 d3 Qb2+ Qe5 Qd2 Qe2 Qf4+ Kg6 Qc4 Qe1+ Kg2 Qxa5 Qxd3+ Kh6 Qe3+ Kh7 Qe4+ Qf5 Qa4 a5 f3 g5 hxg5 Qxg5 Qe4+ Qf5 Qa4",
9687,9687,"why in chess game, player took the following move - d4 Nf6 Nf3 e6 c4 c5 e3 cxd4 exd4 d5 c5 Be7 Bb5+ Nc6 O-O Bd7 a4 b6 b4 Nxb4 Bxd7+ Nxd7 cxb6 Qxb6 Nc3 Nc6 Ne5 Ndxe5 dxe5 Nxe5 Be3 Qd8 Qe2 Nd7 Nb5 a6 Nd4 O-O Nc6 Qe8 Nxe7+ Qxe7 Rac1 Qb4 Ra1 Rfc8 Rfb1 Qd6 a5 Qe7 g3 Qd8 Rb7 Rcb8 Rab1 Rxb7 Rxb7 Qc8 Qb2 Rb8 Rxb8 Qxb8 Bb6 Nxb6 Qxb6 Qc8 Kg2 Kf8 Qd6+ Ke8 Qb6 Kd7 Qa7+ Ke8 h4 h5 Qd4 Kf8 Qe5 Qc5 Qb8+ Ke7 Qb7+ Kf6 Qb2+ d4 Qb6 Qd5+ Kg1 d3 Qb2+ Qe5 Qd2 Qe2 Qf4+ Kg6 Qc4 Qe1+ Kg2 Qxa5 Qxd3+ Kh6 Qe3+ Kh7 Qe4+ Qf5 Qa4 a5 f3 g5 hxg5 Qxg5 Qe4+ Qf5 Qa4 Kg6",
9688,9688,"why in chess game, player took the following move - d4 Nf6 Nf3 e6 c4 c5 e3 cxd4 exd4 d5 c5 Be7 Bb5+ Nc6 O-O Bd7 a4 b6 b4 Nxb4 Bxd7+ Nxd7 cxb6 Qxb6 Nc3 Nc6 Ne5 Ndxe5 dxe5 Nxe5 Be3 Qd8 Qe2 Nd7 Nb5 a6 Nd4 O-O Nc6 Qe8 Nxe7+ Qxe7 Rac1 Qb4 Ra1 Rfc8 Rfb1 Qd6 a5 Qe7 g3 Qd8 Rb7 Rcb8 Rab1 Rxb7 Rxb7 Qc8 Qb2 Rb8 Rxb8 Qxb8 Bb6 Nxb6 Qxb6 Qc8 Kg2 Kf8 Qd6+ Ke8 Qb6 Kd7 Qa7+ Ke8 h4 h5 Qd4 Kf8 Qe5 Qc5 Qb8+ Ke7 Qb7+ Kf6 Qb2+ d4 Qb6 Qd5+ Kg1 d3 Qb2+ Qe5 Qd2 Qe2 Qf4+ Kg6 Qc4 Qe1+ Kg2 Qxa5 Qxd3+ Kh6 Qe3+ Kh7 Qe4+ Qf5 Qa4 a5 f3 g5 hxg5 Qxg5 Qe4+ Qf5 Qa4 Kg6 g4",
9689,9689,"why in chess game, player took the following move - d4 Nf6 Nf3 e6 c4 c5 e3 cxd4 exd4 d5 c5 Be7 Bb5+ Nc6 O-O Bd7 a4 b6 b4 Nxb4 Bxd7+ Nxd7 cxb6 Qxb6 Nc3 Nc6 Ne5 Ndxe5 dxe5 Nxe5 Be3 Qd8 Qe2 Nd7 Nb5 a6 Nd4 O-O Nc6 Qe8 Nxe7+ Qxe7 Rac1 Qb4 Ra1 Rfc8 Rfb1 Qd6 a5 Qe7 g3 Qd8 Rb7 Rcb8 Rab1 Rxb7 Rxb7 Qc8 Qb2 Rb8 Rxb8 Qxb8 Bb6 Nxb6 Qxb6 Qc8 Kg2 Kf8 Qd6+ Ke8 Qb6 Kd7 Qa7+ Ke8 h4 h5 Qd4 Kf8 Qe5 Qc5 Qb8+ Ke7 Qb7+ Kf6 Qb2+ d4 Qb6 Qd5+ Kg1 d3 Qb2+ Qe5 Qd2 Qe2 Qf4+ Kg6 Qc4 Qe1+ Kg2 Qxa5 Qxd3+ Kh6 Qe3+ Kh7 Qe4+ Qf5 Qa4 a5 f3 g5 hxg5 Qxg5 Qe4+ Qf5 Qa4 Kg6 g4 hxg4",
